giturl,commit,user,timestamp,benchmark,machine,repetition,test,result
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"af-alg",7553.476964
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"atomic",699767.049846
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"bigheap",35210.011062
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"brk",684735.448826
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"bsearch",370.313794
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"cache",3.399998
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"cpu",269.833322
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"crypt",157.831009
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"full",280837.31905
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"heapsort",4.499998
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"hsearch",4057.406094
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"icache",972.496221
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"lockbus",2007229.384394
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"longjmp",110515.298246
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"lsearch",9.200041
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"malloc",2752967.97198
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"matrix",5033.829164
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"memcpy",1158.421479
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"mincore",48163.38478
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"mmap",1.098067
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"mremap",17.3994
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"msync",63.679951
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"nop",178600.383636
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,,545401.045894
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"numa",111.889439
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"oom-pipe",0
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"opcode",786.576089
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"qsort",9.299998
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"remap",414.352838
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"resources",2089.849008
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"rmap",1723.506528
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"shm",134.539433
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"shm-sysv",48.496305
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"stack",0
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"stackmmap",5.3973
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"str",20955.323904
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"stream",14.517656
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"tsearch",17.756406
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"vecmath",995.086762
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"vm",34697.775954
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"vm-rw",117.267599
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"vm-splice",588011.99331
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,1,"zero",701306.704518
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"af-alg",7781.799579
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"atomic",691836.590695
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"bigheap",33999.916024
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"brk",682041.349398
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"bsearch",372.682371
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"cache",3.600002
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"cpu",264.553771
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"crypt",161.523973
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"full",296257.696313
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"heapsort",4.79997
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"hsearch",4005.612415
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"icache",999.742508
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"lockbus",2094326.949524
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"longjmp",115363.957367
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"lsearch",9.300033
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"malloc",2758263.591955
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"matrix",5110.832169
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"memcpy",1141.064062
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"mincore",50068.560233
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"mmap",1.199878
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"mremap",17.598791
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"msync",61.940501
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"nop",180319.808064
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,,541990.960194
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"numa",106.686066
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"oom-pipe",0
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"opcode",775.595689
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"qsort",9.900021
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"remap",401.176891
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"resources",1449.275342
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"rmap",552.089578
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"shm",132.718353
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"shm-sysv",1023.798721
git@github.com:ivotron/quiho-popper,d46d579,ivo,1512873230,stressng,c220g1.quiho.schedock-PG0.wisc.cloudlab.us,2,"stack",0
